LA_code,LA_initial,LA_name,year.1,measure_of_wb,wb_rating,WB_av
S12000042,DunCity,Dundee City,2018,happiness,very-good,35.92
S12000042,DunCity,Dundee City,2018,happiness,good,38.05
S12000042,DunCity,Dundee City,2018,anxiety,good,23.46
S12000042,DunCity,Dundee City,2018,anxiety,fair,15.35
S12000042,DunCity,Dundee City,2018,worthwhile,average-mean,7.82
S12000042,DunCity,Dundee City,2018,anxiety,very-good,36.03
S12000042,DunCity,Dundee City,2018,anxiety,poor,25.16
S12000042,DunCity,Dundee City,2018,life-satisfaction,poor,4.63
S12000042,DunCity,Dundee City,2018,life-satisfaction,fair,13.38
S12000042,DunCity,Dundee City,2018,life-satisfaction,good,50.84
S12000042,DunCity,Dundee City,2018,life-satisfaction,very-good,31.15
S12000042,DunCity,Dundee City,2018,anxiety,average-mean,3.36
S12000042,DunCity,Dundee City,2018,worthwhile,fair,12.09
S12000042,DunCity,Dundee City,2018,happiness,average-mean,7.4
S12000042,DunCity,Dundee City,2018,worthwhile,very-good,35.35
S12000042,DunCity,Dundee City,2018,happiness,poor,10.52
S12000042,DunCity,Dundee City,2018,happiness,fair,15.51
S12000042,DunCity,Dundee City,2018,worthwhile,good,48.21
S12000042,DunCity,Dundee City,2018,worthwhile,poor,4.35
S12000042,DunCity,Dundee City,2018,life-satisfaction,average-mean,7.7
S12000042,DunCity,Dundee City,2019,happiness,good,39.82
S12000042,DunCity,Dundee City,2019,happiness,very-good,28.43
S12000042,DunCity,Dundee City,2019,worthwhile,poor,6.01
S12000042,DunCity,Dundee City,2019,worthwhile,very-good,32.71
S12000042,DunCity,Dundee City,2019,worthwhile,fair,13.19
S12000042,DunCity,Dundee City,2019,worthwhile,good,48.09
S12000042,DunCity,Dundee City,2019,life-satisfaction,poor,5.81
S12000042,DunCity,Dundee City,2019,life-satisfaction,good,50.67
S12000042,DunCity,Dundee City,2019,life-satisfaction,very-good,26.63
S12000042,DunCity,Dundee City,2019,life-satisfaction,fair,16.89
S12000042,DunCity,Dundee City,2019,happiness,average-mean,7.11
S12000042,DunCity,Dundee City,2019,anxiety,good,21.04
S12000042,DunCity,Dundee City,2019,anxiety,poor,26.35
S12000042,DunCity,Dundee City,2019,life-satisfaction,average-mean,7.48
S12000042,DunCity,Dundee City,2019,happiness,poor,12.17
S12000042,DunCity,Dundee City,2019,happiness,fair,19.58
S12000042,DunCity,Dundee City,2019,anxiety,very-good,31.09
S12000042,DunCity,Dundee City,2019,worthwhile,average-mean,7.65
S12000042,DunCity,Dundee City,2019,anxiety,fair,21.52
S12000042,DunCity,Dundee City,2019,anxiety,average-mean,3.55
S12000042,DunCity,Dundee City,2020,life-satisfaction,very-good,22
S12000042,DunCity,Dundee City,2020,happiness,good,43.12
S12000042,DunCity,Dundee City,2020,anxiety,very-good,27.1
S12000042,DunCity,Dundee City,2020,life-satisfaction,average-mean,7.19
S12000042,DunCity,Dundee City,2020,life-satisfaction,good,49.21
S12000042,DunCity,Dundee City,2020,anxiety,good,26.65
S12000042,DunCity,Dundee City,2020,worthwhile,poor,6.89
S12000042,DunCity,Dundee City,2020,worthwhile,good,46.59
S12000042,DunCity,Dundee City,2020,happiness,average-mean,7.17
S12000042,DunCity,Dundee City,2020,happiness,fair,16.74
S12000042,DunCity,Dundee City,2020,worthwhile,average-mean,7.53
S12000042,DunCity,Dundee City,2020,happiness,very-good,26.8
S12000042,DunCity,Dundee City,2020,worthwhile,fair,15.05
S12000042,DunCity,Dundee City,2020,anxiety,poor,26.78
S12000042,DunCity,Dundee City,2020,life-satisfaction,fair,20.37
S12000042,DunCity,Dundee City,2020,life-satisfaction,poor,8.42
S12000042,DunCity,Dundee City,2020,anxiety,average-mean,3.59
S12000042,DunCity,Dundee City,2020,worthwhile,very-good,31.47
S12000042,DunCity,Dundee City,2020,happiness,poor,13.34
S12000042,DunCity,Dundee City,2020,anxiety,fair,19.48
S12000042,DunCity,Dundee City,2021,anxiety,poor,27.08
S12000042,DunCity,Dundee City,2021,life-satisfaction,very-good,19.24
S12000042,DunCity,Dundee City,2021,happiness,poor,15.05
S12000042,DunCity,Dundee City,2021,anxiety,very-good,31.74
S12000042,DunCity,Dundee City,2021,anxiety,average-mean,3.45
S12000042,DunCity,Dundee City,2021,worthwhile,average-mean,7.67
S12000042,DunCity,Dundee City,2021,anxiety,fair,17.9
S12000042,DunCity,Dundee City,2021,life-satisfaction,fair,20.63
S12000042,DunCity,Dundee City,2021,worthwhile,poor,5.41
S12000042,DunCity,Dundee City,2021,worthwhile,good,47.81
S12000042,DunCity,Dundee City,2021,life-satisfaction,poor,4.94
S12000042,DunCity,Dundee City,2021,life-satisfaction,good,55.2
S12000042,DunCity,Dundee City,2021,happiness,very-good,28.52
S12000042,DunCity,Dundee City,2021,happiness,average-mean,7.23
S12000042,DunCity,Dundee City,2021,worthwhile,very-good,33.08
S12000042,DunCity,Dundee City,2021,happiness,good,43.81
S12000042,DunCity,Dundee City,2021,worthwhile,fair,13.7
S12000042,DunCity,Dundee City,2021,life-satisfaction,average-mean,7.27
S12000042,DunCity,Dundee City,2021,happiness,fair,12.62
S12000042,DunCity,Dundee City,2021,anxiety,good,23.28
S12000042,DunCity,Dundee City,2022,happiness,very-good,25.1
S12000042,DunCity,Dundee City,2022,happiness,good,39.17
S12000042,DunCity,Dundee City,2022,anxiety,fair,18.41
S12000042,DunCity,Dundee City,2022,anxiety,poor,27.83
S12000042,DunCity,Dundee City,2022,life-satisfaction,fair,14.27
S12000042,DunCity,Dundee City,2022,worthwhile,average-mean,7.69
S12000042,DunCity,Dundee City,2022,happiness,average-mean,7.04
S12000042,DunCity,Dundee City,2022,life-satisfaction,average-mean,7.4
S12000042,DunCity,Dundee City,2022,life-satisfaction,good,58.56
S12000042,DunCity,Dundee City,2022,worthwhile,fair,11.87
S12000042,DunCity,Dundee City,2022,anxiety,very-good,26.24
S12000042,DunCity,Dundee City,2022,life-satisfaction,poor,5.31
S12000042,DunCity,Dundee City,2022,happiness,poor,11.6
S12000042,DunCity,Dundee City,2022,worthwhile,poor,3.71
S12000042,DunCity,Dundee City,2022,anxiety,good,27.53
S12000042,DunCity,Dundee City,2022,worthwhile,good,54.31
S12000042,DunCity,Dundee City,2022,anxiety,average-mean,3.63
S12000042,DunCity,Dundee City,2022,life-satisfaction,very-good,21.86
S12000042,DunCity,Dundee City,2022,worthwhile,very-good,30.11
S12000042,DunCity,Dundee City,2022,happiness,fair,24.12
S12000008,EastAyr,East Ayrshire,2011,worthwhile,very-good,29.02
S12000008,EastAyr,East Ayrshire,2011,happiness,fair,19
S12000008,EastAyr,East Ayrshire,2011,worthwhile,good,49.41
S12000008,EastAyr,East Ayrshire,2011,worthwhile,poor,6.04
S12000008,EastAyr,East Ayrshire,2011,anxiety,fair,18.31
S12000008,EastAyr,East Ayrshire,2011,anxiety,poor,24.77
S12000008,EastAyr,East Ayrshire,2011,life-satisfaction,poor,8.19
S12000008,EastAyr,East Ayrshire,2011,life-satisfaction,good,49.27
S12000008,EastAyr,East Ayrshire,2011,happiness,good,37.01
S12000008,EastAyr,East Ayrshire,2011,happiness,very-good,30.65
S12000008,EastAyr,East Ayrshire,2011,worthwhile,average-mean,7.54
S12000008,EastAyr,East Ayrshire,2011,anxiety,average-mean,3.3
S12000008,EastAyr,East Ayrshire,2011,happiness,average-mean,7.12
S12000008,EastAyr,East Ayrshire,2011,worthwhile,fair,15.54
S12000008,EastAyr,East Ayrshire,2011,life-satisfaction,average-mean,7.35
S12000008,EastAyr,East Ayrshire,2011,anxiety,good,19.05
S12000008,EastAyr,East Ayrshire,2011,life-satisfaction,fair,16.29
S12000008,EastAyr,East Ayrshire,2011,life-satisfaction,very-good,26.25
S12000008,EastAyr,East Ayrshire,2011,happiness,poor,13.35
S12000008,EastAyr,East Ayrshire,2011,anxiety,very-good,37.87
S12000008,EastAyr,East Ayrshire,2012,life-satisfaction,poor,7.19
S12000008,EastAyr,East Ayrshire,2012,worthwhile,good,46.38
S12000008,EastAyr,East Ayrshire,2012,happiness,very-good,31.87
S12000008,EastAyr,East Ayrshire,2012,happiness,average-mean,7.11
S12000008,EastAyr,East Ayrshire,2012,worthwhile,very-good,32.4
S12000008,EastAyr,East Ayrshire,2012,life-satisfaction,fair,19.88
S12000008,EastAyr,East Ayrshire,2012,worthwhile,poor,6.33
S12000008,EastAyr,East Ayrshire,2012,anxiety,good,19.34
S12000008,EastAyr,East Ayrshire,2012,anxiety,poor,25.42
S12000008,EastAyr,East Ayrshire,2012,anxiety,average-mean,3.36
S12000008,EastAyr,East Ayrshire,2012,anxiety,very-good,37.78
S12000008,EastAyr,East Ayrshire,2012,life-satisfaction,very-good,26.12
S12000008,EastAyr,East Ayrshire,2012,life-satisfaction,average-mean,7.33
S12000008,EastAyr,East Ayrshire,2012,happiness,poor,13.48
S12000008,EastAyr,East Ayrshire,2012,happiness,fair,18.39
S12000008,EastAyr,East Ayrshire,2012,life-satisfaction,good,46.81
S12000008,EastAyr,East Ayrshire,2012,worthwhile,fair,14.88
S12000008,EastAyr,East Ayrshire,2012,happiness,good,36.25
S12000008,EastAyr,East Ayrshire,2012,worthwhile,average-mean,7.64
S12000008,EastAyr,East Ayrshire,2012,anxiety,fair,17.46
S12000008,EastAyr,East Ayrshire,2013,worthwhile,poor,5.15
S12000008,EastAyr,East Ayrshire,2013,life-satisfaction,very-good,27.91
S12000008,EastAyr,East Ayrshire,2013,happiness,poor,10.38
S12000008,EastAyr,East Ayrshire,2013,life-satisfaction,poor,5.41
S12000008,EastAyr,East Ayrshire,2013,life-satisfaction,average-mean,7.53
S12000008,EastAyr,East Ayrshire,2013,worthwhile,very-good,32.71
S12000008,EastAyr,East Ayrshire,2013,worthwhile,fair,14.88
S12000008,EastAyr,East Ayrshire,2013,worthwhile,good,47.26
S12000008,EastAyr,East Ayrshire,2013,anxiety,fair,14.31
S12000008,EastAyr,East Ayrshire,2013,anxiety,good,17.27
S12000008,EastAyr,East Ayrshire,2013,life-satisfaction,fair,17.96
S12000008,EastAyr,East Ayrshire,2013,life-satisfaction,good,48.71
S12000008,EastAyr,East Ayrshire,2013,worthwhile,average-mean,7.68
S12000008,EastAyr,East Ayrshire,2013,happiness,fair,18.18
S12000008,EastAyr,East Ayrshire,2013,happiness,good,39.21
S12000008,EastAyr,East Ayrshire,2013,anxiety,very-good,45.09
S12000008,EastAyr,East Ayrshire,2013,happiness,average-mean,7.38
S12000008,EastAyr,East Ayrshire,2013,anxiety,average-mean,2.97
S12000008,EastAyr,East Ayrshire,2013,happiness,very-good,32.23
S12000008,EastAyr,East Ayrshire,2013,anxiety,poor,23.32
S12000008,EastAyr,East Ayrshire,2014,life-satisfaction,poor,5.48
S12000008,EastAyr,East Ayrshire,2014,happiness,very-good,33.86
S12000008,EastAyr,East Ayrshire,2014,happiness,poor,12.65
S12000008,EastAyr,East Ayrshire,2014,happiness,fair,16.03
S12000008,EastAyr,East Ayrshire,2014,worthwhile,good,47.15
S12000008,EastAyr,East Ayrshire,2014,worthwhile,very-good,34.91
S12000008,EastAyr,East Ayrshire,2014,worthwhile,poor,6.03
S12000008,EastAyr,East Ayrshire,2014,worthwhile,fair,11.91
S12000008,EastAyr,East Ayrshire,2014,anxiety,good,20.68
S12000008,EastAyr,East Ayrshire,2014,happiness,average-mean,7.28
S12000008,EastAyr,East Ayrshire,2014,anxiety,very-good,41.61
S12000008,EastAyr,East Ayrshire,2014,life-satisfaction,average-mean,7.56
S12000008,EastAyr,East Ayrshire,2014,life-satisfaction,fair,16.55
S12000008,EastAyr,East Ayrshire,2014,life-satisfaction,very-good,30.16
S12000008,EastAyr,East Ayrshire,2014,anxiety,average-mean,2.93
S12000008,EastAyr,East Ayrshire,2014,life-satisfaction,good,47.82
S12000008,EastAyr,East Ayrshire,2014,happiness,good,37.47
S12000008,EastAyr,East Ayrshire,2014,worthwhile,average-mean,7.74
S12000008,EastAyr,East Ayrshire,2014,anxiety,fair,16.14
S12000008,EastAyr,East Ayrshire,2014,anxiety,poor,21.57
S12000008,EastAyr,East Ayrshire,2015,life-satisfaction,fair,15.31
S12000008,EastAyr,East Ayrshire,2015,worthwhile,poor,3.17
S12000008,EastAyr,East Ayrshire,2015,worthwhile,fair,14.22
S12000008,EastAyr,East Ayrshire,2015,worthwhile,good,49.46
S12000008,EastAyr,East Ayrshire,2015,worthwhile,very-good,33.15
S12000008,EastAyr,East Ayrshire,2015,anxiety,poor,19.98
S12000008,EastAyr,East Ayrshire,2015,anxiety,very-good,41.95
S12000008,EastAyr,East Ayrshire,2015,life-satisfaction,poor,4.23
S12000008,EastAyr,East Ayrshire,2015,life-satisfaction,good,51
S12000008,EastAyr,East Ayrshire,2015,worthwhile,average-mean,7.85
S12000008,EastAyr,East Ayrshire,2015,anxiety,good,21.39
S12000008,EastAyr,East Ayrshire,2015,life-satisfaction,very-good,29.46
S12000008,EastAyr,East Ayrshire,2015,life-satisfaction,average-mean,7.67
S12000008,EastAyr,East Ayrshire,2015,happiness,average-mean,7.49
S12000008,EastAyr,East Ayrshire,2015,anxiety,average-mean,2.94
S12000008,EastAyr,East Ayrshire,2015,happiness,very-good,36.45
S12000008,EastAyr,East Ayrshire,2015,happiness,good,36.83
S12000008,EastAyr,East Ayrshire,2015,happiness,fair,17.87
S12000008,EastAyr,East Ayrshire,2015,happiness,poor,8.84
S12000008,EastAyr,East Ayrshire,2015,anxiety,fair,16.68
S12000008,EastAyr,East Ayrshire,2016,life-satisfaction,very-good,30.82
S12000008,EastAyr,East Ayrshire,2016,happiness,poor,9.22
S12000008,EastAyr,East Ayrshire,2016,happiness,good,39.55
S12000008,EastAyr,East Ayrshire,2016,happiness,very-good,34.68
S12000008,EastAyr,East Ayrshire,2016,life-satisfaction,fair,14.74
S12000008,EastAyr,East Ayrshire,2016,anxiety,very-good,39.94
S12000008,EastAyr,East Ayrshire,2016,anxiety,poor,21.96
S12000008,EastAyr,East Ayrshire,2016,worthwhile,very-good,36.53
S12000008,EastAyr,East Ayrshire,2016,life-satisfaction,good,50.56
S12000008,EastAyr,East Ayrshire,2016,worthwhile,poor,3.9
S12000008,EastAyr,East Ayrshire,2016,happiness,fair,16.56
S12000008,EastAyr,East Ayrshire,2016,life-satisfaction,poor,3.88
S12000008,EastAyr,East Ayrshire,2016,happiness,average-mean,7.49
S12000008,EastAyr,East Ayrshire,2016,worthwhile,fair,12.28
S12000008,EastAyr,East Ayrshire,2016,worthwhile,good,47.29
S12000008,EastAyr,East Ayrshire,2016,worthwhile,average-mean,7.89
S12000008,EastAyr,East Ayrshire,2016,anxiety,fair,18.37
S12000008,EastAyr,East Ayrshire,2016,anxiety,average-mean,3.05
S12000008,EastAyr,East Ayrshire,2016,anxiety,good,19.74
S12000008,EastAyr,East Ayrshire,2016,life-satisfaction,average-mean,7.73
S12000008,EastAyr,East Ayrshire,2017,life-satisfaction,very-good,31.35
S12000008,EastAyr,East Ayrshire,2017,happiness,good,32.91
S12000008,EastAyr,East Ayrshire,2017,worthwhile,poor,5.04
S12000008,EastAyr,East Ayrshire,2017,worthwhile,fair,7.99
S12000008,EastAyr,East Ayrshire,2017,happiness,very-good,41.49
S12000008,EastAyr,East Ayrshire,2017,worthwhile,very-good,39.44
S12000008,EastAyr,East Ayrshire,2017,happiness,poor,10.5
S12000008,EastAyr,East Ayrshire,2017,happiness,fair,15.1
S12000008,EastAyr,East Ayrshire,2017,anxiety,poor,21.22
S12000008,EastAyr,East Ayrshire,2017,worthwhile,average-mean,7.98
S12000008,EastAyr,East Ayrshire,2017,anxiety,fair,14.05
S12000008,EastAyr,East Ayrshire,2017,life-satisfaction,good,50.59
S12000008,EastAyr,East Ayrshire,2017,happiness,average-mean,7.58
S12000008,EastAyr,East Ayrshire,2017,life-satisfaction,fair,11.35
S12000008,EastAyr,East Ayrshire,2017,life-satisfaction,average-mean,7.66
S12000008,EastAyr,East Ayrshire,2017,anxiety,very-good,44.26
S12000008,EastAyr,East Ayrshire,2017,worthwhile,good,47.52
S12000008,EastAyr,East Ayrshire,2017,anxiety,average-mean,2.89
S12000008,EastAyr,East Ayrshire,2017,life-satisfaction,poor,6.71
S12000008,EastAyr,East Ayrshire,2017,anxiety,good,20.47
S12000008,EastAyr,East Ayrshire,2018,life-satisfaction,very-good,32.9
S12000008,EastAyr,East Ayrshire,2018,life-satisfaction,good,52.5
S12000008,EastAyr,East Ayrshire,2018,anxiety,poor,24.31
S12000008,EastAyr,East Ayrshire,2018,worthwhile,very-good,37.27
S12000008,EastAyr,East Ayrshire,2018,happiness,very-good,34.58
S12000008,EastAyr,East Ayrshire,2018,anxiety,good,18.85
S12000008,EastAyr,East Ayrshire,2018,happiness,average-mean,7.36
S12000008,EastAyr,East Ayrshire,2018,worthwhile,fair,10.78
S12000008,EastAyr,East Ayrshire,2018,worthwhile,good,47.8
S12000008,EastAyr,East Ayrshire,2018,anxiety,fair,16.67
S12000008,EastAyr,East Ayrshire,2018,happiness,poor,12.18
S12000008,EastAyr,East Ayrshire,2018,happiness,good,37.64
S12000008,EastAyr,East Ayrshire,2018,anxiety,very-good,40.17
S12000008,EastAyr,East Ayrshire,2018,life-satisfaction,poor,5
S12000008,EastAyr,East Ayrshire,2018,life-satisfaction,fair,9.6
S12000008,EastAyr,East Ayrshire,2018,worthwhile,poor,4.15
S12000008,EastAyr,East Ayrshire,2018,happiness,fair,15.6
S12000008,EastAyr,East Ayrshire,2018,worthwhile,average-mean,7.93
S12000008,EastAyr,East Ayrshire,2018,anxiety,average-mean,3.13
S12000008,EastAyr,East Ayrshire,2018,life-satisfaction,average-mean,7.81
S12000008,EastAyr,East Ayrshire,2019,happiness,good,33.04
S12000008,EastAyr,East Ayrshire,2019,life-satisfaction,poor,6.34
S12000008,EastAyr,East Ayrshire,2019,life-satisfaction,fair,13.62
S12000008,EastAyr,East Ayrshire,2019,happiness,average-mean,7.34
S12000008,EastAyr,East Ayrshire,2019,anxiety,good,18.1
S12000008,EastAyr,East Ayrshire,2019,anxiety,fair,14.73
S12000008,EastAyr,East Ayrshire,2019,worthwhile,good,47.08
S12000008,EastAyr,East Ayrshire,2019,worthwhile,fair,13.36
S12000008,EastAyr,East Ayrshire,2019,anxiety,very-good,42.11
S12000008,EastAyr,East Ayrshire,2019,anxiety,average-mean,3.15
S12000008,EastAyr,East Ayrshire,2019,life-satisfaction,good,49.02
S12000008,EastAyr,East Ayrshire,2019,life-satisfaction,very-good,31.03
S12000008,EastAyr,East Ayrshire,2019,worthwhile,very-good,34.78
S12000008,EastAyr,East Ayrshire,2019,happiness,poor,12.15
S12000008,EastAyr,East Ayrshire,2019,worthwhile,average-mean,7.82
S12000008,EastAyr,East Ayrshire,2019,worthwhile,poor,4.78
S12000008,EastAyr,East Ayrshire,2019,happiness,fair,16.18
S12000008,EastAyr,East Ayrshire,2019,happiness,very-good,38.63
S12000008,EastAyr,East Ayrshire,2019,life-satisfaction,average-mean,7.61
S12000008,EastAyr,East Ayrshire,2019,anxiety,poor,25.06
S12000008,EastAyr,East Ayrshire,2020,life-satisfaction,very-good,25.86
S12000008,EastAyr,East Ayrshire,2020,happiness,fair,15.42
S12000008,EastAyr,East Ayrshire,2020,happiness,very-good,33.09
S12000008,EastAyr,East Ayrshire,2020,worthwhile,fair,17.69
S12000008,EastAyr,East Ayrshire,2020,worthwhile,good,45.77
S12000008,EastAyr,East Ayrshire,2020,worthwhile,average-mean,7.7
S12000008,EastAyr,East Ayrshire,2020,life-satisfaction,good,50.06
S12000008,EastAyr,East Ayrshire,2020,anxiety,good,19.14
S12000008,EastAyr,East Ayrshire,2020,worthwhile,poor,4.31
S12000008,EastAyr,East Ayrshire,2020,anxiety,poor,25.61
S12000008,EastAyr,East Ayrshire,2020,happiness,average-mean,7.3
S12000008,EastAyr,East Ayrshire,2020,life-satisfaction,poor,6.05
S12000008,EastAyr,East Ayrshire,2020,anxiety,average-mean,3.29
S12000008,EastAyr,East Ayrshire,2020,anxiety,fair,17.41
S12000008,EastAyr,East Ayrshire,2020,worthwhile,very-good,32.22
S12000008,EastAyr,East Ayrshire,2020,life-satisfaction,fair,18.03
S12000008,EastAyr,East Ayrshire,2020,happiness,poor,12.06
S12000008,EastAyr,East Ayrshire,2020,happiness,good,39.43
S12000008,EastAyr,East Ayrshire,2020,life-satisfaction,average-mean,7.41
S12000008,EastAyr,East Ayrshire,2020,anxiety,very-good,37.84
S12000008,EastAyr,East Ayrshire,2021,life-satisfaction,poor,7.65
S12000008,EastAyr,East Ayrshire,2021,worthwhile,average-mean,7.71
S12000008,EastAyr,East Ayrshire,2021,life-satisfaction,average-mean,7.43
S12000008,EastAyr,East Ayrshire,2021,anxiety,good,20.73
S12000008,EastAyr,East Ayrshire,2021,anxiety,very-good,36.1
S12000008,EastAyr,East Ayrshire,2021,worthwhile,fair,15.17
S12000008,EastAyr,East Ayrshire,2021,worthwhile,poor,4.12
S12000008,EastAyr,East Ayrshire,2021,happiness,poor,8.92
S12000008,EastAyr,East Ayrshire,2021,happiness,very-good,32.08
S12000008,EastAyr,East Ayrshire,2021,happiness,fair,18.79
S12000008,EastAyr,East Ayrshire,2021,anxiety,poor,24.46
S12000008,EastAyr,East Ayrshire,2021,happiness,average-mean,7.39
S12000008,EastAyr,East Ayrshire,2021,worthwhile,very-good,32.08
S12000008,EastAyr,East Ayrshire,2021,life-satisfaction,very-good,26.14
S12000008,EastAyr,East Ayrshire,2021,worthwhile,good,48.64
S12000008,EastAyr,East Ayrshire,2021,life-satisfaction,fair,15.74
S12000008,EastAyr,East Ayrshire,2021,life-satisfaction,good,50.47
S12000008,EastAyr,East Ayrshire,2021,happiness,good,40.2
S12000008,EastAyr,East Ayrshire,2021,anxiety,average-mean,3.33
S12000008,EastAyr,East Ayrshire,2021,anxiety,fair,18.71
S12000008,EastAyr,East Ayrshire,2022,worthwhile,very-good,32.01
S12000008,EastAyr,East Ayrshire,2022,happiness,good,46.18
S12000008,EastAyr,East Ayrshire,2022,happiness,poor,9.09
S12000008,EastAyr,East Ayrshire,2022,anxiety,fair,16.79
S12000008,EastAyr,East Ayrshire,2022,life-satisfaction,average-mean,7.3
S12000008,EastAyr,East Ayrshire,2022,worthwhile,average-mean,7.56
S12000008,EastAyr,East Ayrshire,2022,worthwhile,fair,13
S12000008,EastAyr,East Ayrshire,2022,happiness,fair,15.64
S12000008,EastAyr,East Ayrshire,2022,life-satisfaction,fair,16.85
S12000008,EastAyr,East Ayrshire,2022,life-satisfaction,good,55.11
S12000008,EastAyr,East Ayrshire,2022,life-satisfaction,very-good,21.9
S12000008,EastAyr,East Ayrshire,2022,happiness,very-good,29.09
S12000008,EastAyr,East Ayrshire,2022,anxiety,average-mean,3.39
S12000008,EastAyr,East Ayrshire,2022,worthwhile,good,48.31
S12000008,EastAyr,East Ayrshire,2022,anxiety,very-good,33.96
S12000008,EastAyr,East Ayrshire,2022,happiness,average-mean,7.37
S12000008,EastAyr,East Ayrshire,2022,anxiety,good,23.03
S12000008,EastAyr,East Ayrshire,2022,worthwhile,poor,6.68
S12000008,EastAyr,East Ayrshire,2022,life-satisfaction,poor,6.15
S12000008,EastAyr,East Ayrshire,2022,anxiety,poor,26.22
S12000045,EastDun,East Dunbartonshire,2011,worthwhile,fair,11.55
S12000045,EastDun,East Dunbartonshire,2011,happiness,poor,6.77
S12000045,EastDun,East Dunbartonshire,2011,life-satisfaction,fair,13.46
S12000045,EastDun,East Dunbartonshire,2011,worthwhile,average-mean,7.89
S12000045,EastDun,East Dunbartonshire,2011,worthwhile,good,53.48
S12000045,EastDun,East Dunbartonshire,2011,worthwhile,poor,2.92
S12000045,EastDun,East Dunbartonshire,2011,life-satisfaction,very-good,28.88
S12000045,EastDun,East Dunbartonshire,2011,happiness,average-mean,7.59
S12000045,EastDun,East Dunbartonshire,2011,anxiety,fair,12.56
S12000045,EastDun,East Dunbartonshire,2011,anxiety,poor,21.07
S12000045,EastDun,East Dunbartonshire,2011,happiness,good,40.99
S12000045,EastDun,East Dunbartonshire,2011,life-satisfaction,average-mean,7.67
S12000045,EastDun,East Dunbartonshire,2011,happiness,fair,16.47
S12000045,EastDun,East Dunbartonshire,2011,life-satisfaction,poor,4.39
S12000045,EastDun,East Dunbartonshire,2011,worthwhile,very-good,32.05
S12000045,EastDun,East Dunbartonshire,2011,anxiety,average-mean,2.84
S12000045,EastDun,East Dunbartonshire,2011,happiness,very-good,35.78
S12000045,EastDun,East Dunbartonshire,2011,anxiety,good,24.06
S12000045,EastDun,East Dunbartonshire,2011,life-satisfaction,good,53.27
S12000045,EastDun,East Dunbartonshire,2011,anxiety,very-good,42.31
S12000045,EastDun,East Dunbartonshire,2012,worthwhile,fair,12.49
S12000045,EastDun,East Dunbartonshire,2012,happiness,very-good,30.41
S12000045,EastDun,East Dunbartonshire,2012,worthwhile,average-mean,7.78
S12000045,EastDun,East Dunbartonshire,2012,worthwhile,very-good,30.72
S12000045,EastDun,East Dunbartonshire,2012,happiness,good,42.25
S12000045,EastDun,East Dunbartonshire,2012,worthwhile,good,53.46
S12000045,EastDun,East Dunbartonshire,2012,life-satisfaction,fair,15.32
S12000045,EastDun,East Dunbartonshire,2012,life-satisfaction,very-good,26.94
S12000045,EastDun,East Dunbartonshire,2012,anxiety,good,21.13
S12000045,EastDun,East Dunbartonshire,2012,worthwhile,poor,3.33
S12000045,EastDun,East Dunbartonshire,2012,life-satisfaction,poor,4.87
S12000045,EastDun,East Dunbartonshire,2012,anxiety,fair,18.27
S12000045,EastDun,East Dunbartonshire,2012,happiness,average-mean,7.39
S12000045,EastDun,East Dunbartonshire,2012,anxiety,poor,20.03
S12000045,EastDun,East Dunbartonshire,2012,life-satisfaction,average-mean,7.54
S12000045,EastDun,East Dunbartonshire,2012,anxiety,average-mean,2.93
S12000045,EastDun,East Dunbartonshire,2012,happiness,poor,7.44
S12000045,EastDun,East Dunbartonshire,2012,anxiety,very-good,40.56
S12000045,EastDun,East Dunbartonshire,2012,life-satisfaction,good,52.87
S12000045,EastDun,East Dunbartonshire,2012,happiness,fair,19.89
S12000045,EastDun,East Dunbartonshire,2013,worthwhile,fair,10.2
S12000045,EastDun,East Dunbartonshire,2013,worthwhile,average-mean,7.89
S12000045,EastDun,East Dunbartonshire,2013,anxiety,very-good,41.75
S12000045,EastDun,East Dunbartonshire,2013,anxiety,good,20.78
S12000045,EastDun,East Dunbartonshire,2013,life-satisfaction,good,56.75
S12000045,EastDun,East Dunbartonshire,2013,life-satisfaction,fair,11.32
S12000045,EastDun,East Dunbartonshire,2013,worthwhile,poor,2.23
S12000045,EastDun,East Dunbartonshire,2013,life-satisfaction,poor,3.95
S12000045,EastDun,East Dunbartonshire,2013,anxiety,fair,16.93
S12000045,EastDun,East Dunbartonshire,2013,happiness,poor,7.38
S12000045,EastDun,East Dunbartonshire,2013,anxiety,average-mean,2.88
S12000045,EastDun,East Dunbartonshire,2013,worthwhile,good,56.35
S12000045,EastDun,East Dunbartonshire,2013,worthwhile,very-good,31.22
S12000045,EastDun,East Dunbartonshire,2013,anxiety,poor,20.54
S12000045,EastDun,East Dunbartonshire,2013,happiness,average-mean,7.61
S12000045,EastDun,East Dunbartonshire,2013,happiness,good,41.98
S12000045,EastDun,East Dunbartonshire,2013,happiness,very-good,35.04
S12000045,EastDun,East Dunbartonshire,2013,life-satisfaction,average-mean,7.74
S12000045,EastDun,East Dunbartonshire,2013,life-satisfaction,very-good,27.98
S12000045,EastDun,East Dunbartonshire,2013,happiness,fair,15.59
S12000045,EastDun,East Dunbartonshire,2014,life-satisfaction,poor,2.43
S12000045,EastDun,East Dunbartonshire,2014,worthwhile,good,51.09
S12000045,EastDun,East Dunbartonshire,2014,life-satisfaction,very-good,32.67
S12000045,EastDun,East Dunbartonshire,2014,happiness,very-good,37.43
